epoch,loss
1,3.818305730819702
2,3.8160598278045654
3,3.8141801357269287
4,3.8125295639038086
5,3.8108692169189453
6,3.8092451095581055
7,3.8075530529022217
8,3.805957794189453
9,3.804337739944458
10,3.8027303218841553
11,3.8011913299560547
12,3.799504041671753
13,3.7979624271392822
14,3.7963247299194336
15,3.7947070598602295
16,3.7930996417999268
17,3.7915172576904297
18,3.789883613586426
19,3.7882587909698486
20,3.7865707874298096
21,3.7849748134613037
22,3.7833354473114014
23,3.781658411026001
24,3.7799789905548096
25,3.7783069610595703
26,3.7766501903533936
27,3.7750091552734375
28,3.773280382156372
29,3.771577835083008
30,3.7698471546173096
31,3.768125295639038
32,3.7663822174072266
33,3.7646846771240234
34,3.7629120349884033
35,3.761112928390503
36,3.7593319416046143
37,3.757566452026367
38,3.755711317062378
39,3.7539308071136475
40,3.7520034313201904
41,3.750120162963867
42,3.748211145401001
43,3.746417999267578
44,3.7444067001342773
45,3.7424001693725586
46,3.7403953075408936
47,3.738483190536499
48,3.736354112625122
49,3.7343273162841797
50,3.7322604656219482
51,3.7301340103149414
52,3.7279891967773438
53,3.7257940769195557
54,3.7236149311065674
55,3.7214419841766357
56,3.7190933227539062
57,3.7168986797332764
58,3.714564561843872
59,3.712214708328247
60,3.709859848022461
61,3.7074108123779297
62,3.7050206661224365
63,3.7024946212768555
64,3.7000324726104736
65,3.697507858276367
66,3.6949684619903564
67,3.692384719848633
68,3.689668655395508
69,3.68704891204834
70,3.684384346008301
71,3.6816139221191406
72,3.6787891387939453
73,3.676055908203125
74,3.6731693744659424
75,3.6702349185943604
76,3.667393445968628
77,3.664440155029297
78,3.6614601612091064
79,3.6584408283233643
80,3.6553075313568115
81,3.6522114276885986
82,3.649106740951538
83,3.645907402038574
84,3.6427135467529297
85,3.639432907104492
86,3.636103391647339
87,3.6327531337738037
88,3.62941575050354
89,3.626066207885742
90,3.6225078105926514
91,3.6190345287323
92,3.615511178970337
93,3.6119613647460938
94,3.6082966327667236
95,3.6046082973480225
96,3.60099720954895
97,3.597177505493164
98,3.5934360027313232
99,3.589670419692993
100,3.5858116149902344
