epoch,loss
1,3.8006536960601807
2,3.800445318222046
3,3.8002798557281494
4,3.800133466720581
5,3.799982786178589
6,3.7998392581939697
7,3.7997045516967773
8,3.799553155899048
9,3.799417734146118
10,3.799276351928711
11,3.7991321086883545
12,3.7989940643310547
13,3.7988569736480713
14,3.7987143993377686
15,3.7985832691192627
16,3.7984373569488525
17,3.79830002784729
18,3.79815936088562
19,3.798022985458374
20,3.797877550125122
21,3.797744035720825
22,3.797602891921997
23,3.7974579334259033
24,3.797328233718872
25,3.7971770763397217
26,3.797050714492798
27,3.7969067096710205
28,3.7967617511749268
29,3.796619415283203
30,3.7964861392974854
31,3.7963497638702393
32,3.7962067127227783
33,3.7960634231567383
34,3.7959229946136475
35,3.795790433883667
36,3.7956504821777344
37,3.7955033779144287
38,3.7953641414642334
39,3.7952330112457275
40,3.7950830459594727
41,3.794947385787964
42,3.794807195663452
43,3.794668197631836
44,3.7945244312286377
45,3.7943851947784424
46,3.794243812561035
47,3.794099807739258
48,3.7939560413360596
49,3.793823480606079
50,3.7936809062957764
51,3.7935333251953125
52,3.793396234512329
53,3.793257713317871
54,3.7931079864501953
55,3.792968988418579
56,3.7928426265716553
57,3.792699098587036
58,3.7925567626953125
59,3.7924156188964844
60,3.7922770977020264
61,3.792144775390625
62,3.792001724243164
63,3.7918624877929688
64,3.7917287349700928
65,3.791583776473999
66,3.79144287109375
67,3.7913100719451904
68,3.791173219680786
69,3.791027307510376
70,3.7908859252929688
71,3.7907466888427734
72,3.790599822998047
73,3.790464162826538
74,3.79032039642334
75,3.790180206298828
76,3.7900397777557373
77,3.7899038791656494
78,3.789759397506714
79,3.7896130084991455
80,3.789479970932007
81,3.7893359661102295
82,3.7891902923583984
83,3.7890584468841553
84,3.788909912109375
85,3.788770914077759
86,3.788625955581665
87,3.7884902954101562
88,3.788348436355591
89,3.7882080078125
90,3.788060426712036
91,3.7879245281219482
92,3.787776231765747
93,3.787637710571289
94,3.787492036819458
95,3.787355422973633
96,3.787210702896118
97,3.787071943283081
98,3.7869224548339844
99,3.786790132522583
100,3.786635637283325
