epoch,loss
1,3.815113067626953
2,3.807973623275757
3,3.8027005195617676
4,3.7972052097320557
5,3.791799783706665
6,3.7865495681762695
7,3.781053066253662
8,3.7755160331726074
9,3.770129919052124
10,3.764697313308716
11,3.7589120864868164
12,3.7531979084014893
13,3.747577667236328
14,3.741699457168579
15,3.7354660034179688
16,3.7291133403778076
17,3.7227137088775635
18,3.716111183166504
19,3.7094008922576904
20,3.7023584842681885
21,3.694937229156494
22,3.687406063079834
23,3.6798319816589355
24,3.672165870666504
25,3.664174795150757
26,3.6558797359466553
27,3.647732973098755
28,3.6389546394348145
29,3.6304190158843994
30,3.6214492321014404
31,3.612406015396118
32,3.6032848358154297
33,3.5940279960632324
34,3.5843844413757324
35,3.5744004249572754
36,3.5642905235290527
37,3.5539469718933105
38,3.543724536895752
39,3.5331246852874756
40,3.5224311351776123
41,3.5112082958221436
42,3.499998092651367
43,3.4883029460906982
44,3.4766812324523926
45,3.4647810459136963
46,3.4526655673980713
47,3.440291404724121
48,3.4277987480163574
49,3.415034055709839
50,3.4016363620758057
51,3.3886609077453613
52,3.3754987716674805
53,3.3620944023132324
54,3.3486955165863037
55,3.335054397583008
56,3.321258783340454
57,3.3073573112487793
58,3.293269634246826
59,3.2794010639190674
60,3.2648754119873047
61,3.250835657119751
62,3.2366504669189453
63,3.222653865814209
64,3.208467483520508
65,3.194334030151367
66,3.1801891326904297
67,3.166166305541992
68,3.1522974967956543
69,3.1384928226470947
70,3.1246073246002197
71,3.1108999252319336
72,3.0970094203948975
73,3.083538770675659
74,3.069899320602417
75,3.056708335876465
76,3.043327808380127
77,3.0302834510803223
78,3.0174286365509033
79,3.004880428314209
80,2.992363214492798
81,2.9801931381225586
82,2.96744704246521
83,2.9554808139801025
84,2.943840265274048
85,2.932049036026001
86,2.9199934005737305
87,2.908658981323242
88,2.8974013328552246
89,2.886272430419922
90,2.8754823207855225
91,2.864713668823242
92,2.8542473316192627
93,2.843580961227417
94,2.8335626125335693
95,2.82375168800354
96,2.8139967918395996
97,2.804165840148926
98,2.7948081493377686
99,2.7855312824249268
100,2.776568651199341
